61_06|salsa dance
61_07|salsa dance
61_08|salsa dance
61_09|salsa dance
61_10|salsa dance
61_11|salsa dance
61_12|salsa dance
61_13|salsa dance
61_14|salsa dance
61_15|salsa dance
26_01|walk
26_02|basketball signals
26_03|"nursery rhyme - ""I'm a little teapot..."""
26_04|"nursery rhyme - ""I'm a little teapot..."""
26_05|Alaska vacation
26_06|Alaska vacation
26_07|nursery rhyme - Cock Robin
26_08|nursery rhyme - Cock Robin
26_09|bend, pick up
26_10|bend, lift
26_11|bend, lift
33_01|football - throw, catch (2 subjects - subject A)
33_02|football - throw, catch, jump around (2 subjects - subject A)
30_01|basketball signals
30_02|"nursery rhyme - ""I'm a little teapot..."""
30_03|Alaskan vacation
30_04|Alaskan vacation
30_05|nursery rhyme - Cock Robin
30_06|nursery rhyme - Cock Robin
30_07|basketball signals
30_08|"nursery rhyme - ""I'm a little teapot..."""
30_09|Alaskan vacation
30_10|nursery rhyme - Cock Robin
30_11|Alaskan vacation
30_12|Alaskan vacation
30_13|prairie dog (human subject)
30_14|whale (human subject)
30_15|bear (human subject)
30_16|dog (human subject)
30_17|cat (human subject)
30_18|elephant (human subject)
30_19|mouse (human subject)
30_20|chicken (human subject)
30_21|snake (human subject)
30_22|Tyrannosaurus rex (human subject)
30_23|monkey (human subject)
49_01|walk
49_02|jump up and down, hop on one foot
49_03|jump up and down, hop on one foot
49_04|run, leap
49_05|run, leap
49_06|cartwheel
49_07|cartwheel
49_08|cartwheels
49_09|dance - arms held high, side arabesque
49_10|dance - fold in from side arabesque, curl inwards
49_11|dance - fold in from side arabesque, curl inwards
49_12|dance - lean forward, bring back leg forward, arching arms
49_13|dance - fold in from side arabesque, curl inwards
49_14|dance - lean forward, bring back leg forward, arching arms
49_15|static dance pose - folded in, head lowered, leg bent
49_16|dance - fold in from side arabesque, curl inwards
49_17|dance - lean forward, bring back leg forward, arching arms
49_18|balance on one leg, outstretched arms
49_19|balance on one leg, outstretched arms
49_20|balance on one leg, outstretched arms
49_21|acrobatics - spin/twirl, hang on ropes
49_22|dance - lean back on bent leg, balance, bend elbow by ear
63_01|Swing
75_01|run jump
75_02|run jump
75_03|run jump
75_04|wide leg run
75_05|cross leg run
75_06|180 jump
75_07|angle jumps
75_08|360 jumps
75_09|360 jump
75_10|2 jump
75_11|2 jump
75_12|box jump
75_13|hopscotch
75_14|hopscotch
75_15|long jumps
75_16|jump kick
75_17|medium sit
75_18|high sit
75_19|medium sit
75_20|low sit
27_01|walk
27_02|basketball signals
27_03|"nursery rhyme - ""I'm a little teapot..."""
27_04|Alaskan vacation
27_05|nursery rhyme - Cock Robin
27_06|basketball signals
27_07|"nursery rhyme - ""I'm a little teapot..."""
27_08|Alaskan vacation
27_09|Alaskan vacation
27_10|nursery rhyme - Cock Robin
27_11|prairie dog (human subject)
127_01|Motorcycle
127_02|Range of Motion
127_03|Run
127_04|Walk to Run
127_05|Run to Quick Stop
127_06|Run
127_07|Run
127_08|Run
127_09|Run Right
127_10|Run Right
127_11|Run Left
127_12|Run Left
127_13|Run Side Step Left
127_14|Run Side Step Right
127_15|Run Turn Left
127_16|Run Turn Right
127_17|Run Stop Run
127_18|Run Stop Run
127_19|Run Quick Stop Run
127_20|Run Quick Stop Run
127_21|Run Jump Stop Run
127_22|Run Jump Stop Run
127_23|Run Dive Over Roll Run
127_24|Run Dive Over Roll Run
127_25|Run Jump Over
127_26|Run Jump Over
127_27|Run Jump Over
127_28|Run Jump Over
127_29|Run Duck Underneath
127_30|Run Duck Underneath
127_31|Run Duck Underneath
127_32|Run Duck Underneath
127_33|Run Over
127_34|Run Over
127_35|Run Over
127_36|Run Over
127_37|Run Duck Underneath
127_38|Run Duck Underneath
115_01|Pick up box, bend from waist
115_02|Pick box up, bend from waist
115_03|Pick box up, bend from waist
115_04|Pick box up, bend from waist
115_05|Pick box up, bend from waist
115_06|Picking box up, bending knees
115_07|Picking box up, bending knees
115_08|Picking box up, bending knees
115_09|Picking box up, bending knees
115_10|Pick box up, bend from waist
64_01|Swing
64_02|Swing
64_03|Swing
64_04|Swing
64_05|Swing
64_06|Swing
64_07|Swing
64_08|Swing
64_09|Swing
64_10|Swing
64_11|Putt
64_12|Putt
64_13|Putt
64_14|Putt
64_15|Putt
64_16|Placing Tee
64_17|Placing Tee
64_18|Placing Tee
64_19|Placing Tee
64_20|Placing Tee
64_21|Placing Ball
64_22|Placing Ball
64_23|Placing Ball
64_24|Placing Ball
64_25|Placing Ball
64_26|Picking up Ball
64_27|Picking up Ball
64_28|Picking up Ball
64_29|Picking up Ball
64_30|Picking up Ball
124_01|Baseball Pitch
124_02|Baseball Pitch
124_03|Basketball Shoot
124_04|Basketball Free Throw
124_05|Basketball Jump Shot
124_06|Basketball Lay Up
124_07|Baseball Swing
124_08|Baseball Bunt
124_09|Frisbee
124_10|Motorcycle
124_11|2 Foot Jump
124_12|Underhand Toss
124_13|Underhand Fast Pitch
43_01|walk
43_02|playground - grip bar, swing body
43_03|playground - grip bar, swing body
93_01|Motorcycle Pose
93_02|rangeOfMotion
93_03|charleston_01
93_04|charleston_side_by_side_female
93_05|charleston_side_by_side_male
93_06|lindyHop2
93_07|Casual Walk
93_08|xtra fancY charleston
34_01|football - throw, catch (2 subjects - subject B)
34_02|football - throw, catch, jump around (2 subjects - subject B)
10_01|soccer - kick ball
10_02|soccer - kick ball
10_03|soccer - kick ball
10_04|walk
10_05|soccer - kick ball
10_06|soccer - kick ball
